,name,handedness,height,weight,avg,homeruns,hr_bucket,bmi,bmi_bucket,hr_sqrt
0,Denny Lemaster,R,73,182,0.13,4,Low home run hitter (under 25 HR),24.00938262,24,2
1,Joe Nolan,L,71,175,0.263,27,Mid home run hitter (25-100 HR),24.40487998,24,5.196152423
2,Denny Doyle,L,69,175,0.25,16,Low home run hitter (under 25 HR),25.84015963,25,4
3,Jose Cardenal,R,70,150,0.275,138,Big home run hitter (over 200 HR),21.52040816,21,11.74734012
4,Mike Ryan,R,74,205,0.193,28,Mid home run hitter (25-100 HR),26.31756757,26,5.291502622
5,Fritz Peterson,B,72,185,0.159,2,Low home run hitter (under 25 HR),25.08777006,25,1.414213562
6,Dick Bertell,R,72,200,0.25,10,Low home run hitter (under 25 HR),27.12191358,27,3.16227766
7,Rod Kanehl,R,73,180,0.241,6,Low home run hitter (under 25 HR),23.74554325,23,2.449489743
8,Juan Bonilla,R,69,170,0.256,7,Low home run hitter (under 25 HR),25.10186936,25,2.645751311
9,Frank Tepedino,L,71,185,0.241,6,Low home run hitter (under 25 HR),25.79944455,25,2.449489743
10,Rick Wise,R,73,180,0.195,15,Low home run hitter (under 25 HR),23.74554325,23,3.872983346
11,Darrell Evans,L,74,200,0.248,414,Big home run hitter (over 200 HR),25.67567568,25,20.34698995
12,Buck Martinez,R,70,190,0.225,58,Mid home run hitter (25-100 HR),27.25918367,27,7.615773106
13,John Wockenfuss,R,72,190,0.262,86,Mid home run hitter (25-100 HR),25.7658179,25,9.273618496
14,Tommy McCraw,L,72,183,0.246,75,Mid home run hitter (25-100 HR),24.81655093,24,8.660254038
15,Lee Lacy,R,73,175,0.286,91,Mid home run hitter (25-100 HR),23.08594483,23,9.539392014
16,Pete Rose,B,71,192,0.303,160,Big home run hitter (over 200 HR),26.77563975,26,12.64911064
17,Danny Walton,R,72,195,0.223,28,Mid home run hitter (25-100 HR),26.44386574,26,5.291502622
18,Bobby Cox,R,71,180,0.225,9,Low home run hitter (under 25 HR),25.10216227,25,3
19,Brad Wellman,R,72,170,0.231,6,Low home run hitter (under 25 HR),23.05362654,23,2.449489743
20,Jeff Newman,R,74,215,0.224,63,Mid home run hitter (25-100 HR),27.60135135,27,7.937253933
21,Pedro Gonzalez,R,72,176,0.244,8,Low home run hitter (under 25 HR),23.86728395,23,2.828427125
22,Tommie Reynolds,R,74,190,0.226,12,Low home run hitter (under 25 HR),24.39189189,24,3.464101615
23,Gene Clines,R,69,170,0.277,5,Low home run hitter (under 25 HR),25.10186936,25,2.236067978
24,Jim Hickman,R,75,192,0.252,159,Big home run hitter (over 200 HR),23.99573333,23,12.60952021
25,Jack Billingham,R,76,195,0.111,0,Low home run hitter (under 25 HR),23.73355263,23,0
26,Jerry Buchek,R,71,185,0.22,22,Low home run hitter (under 25 HR),25.79944455,25,4.69041576
27,Ivan DeJesus,R,71,175,0.254,21,Low home run hitter (under 25 HR),24.40487998,24,4.582575695
28,Gary Nolan,R,74,197,0.138,1,Low home run hitter (under 25 HR),25.29054054,25,1
29,Fred Whitfield,L,73,190,0.253,108,Big home run hitter (over 200 HR),25.0647401,25,10.39230485
30,Larry Dierker,R,76,215,0.136,4,Low home run hitter (under 25 HR),26.16776316,26,2
31,Dave Skaggs,R,74,200,0.241,3,Low home run hitter (under 25 HR),25.67567568,25,1.732050808
32,Dick Ruthven,R,75,190,0.183,1,Low home run hitter (under 25 HR),23.74577778,23,1
33,Dave Kingman,R,78,210,0.236,442,Big home run hitter (over 200 HR),24.265286,24,21.02379604
34,Eric Soderholm,R,71,187,0.264,102,Big home run hitter (over 200 HR),26.07835747,26,10.09950494
35,Ed Brinkman,R,72,170,0.224,60,Mid home run hitter (25-100 HR),23.05362654,23,7.745966692
36,Wayne Garrett,L,71,175,0.239,61,Mid home run hitter (25-100 HR),24.40487998,24,7.810249676
37,Tony Muser,L,74,180,0.259,7,Low home run hitter (under 25 HR),23.10810811,23,2.645751311
38,Ted Ford,R,70,180,0.219,17,Low home run hitter (under 25 HR),25.8244898,25,4.123105626
39,Jim Lyttle,L,72,180,0.248,9,Low home run hitter (under 25 HR),24.40972222,24,3
40,Scot Thompson,L,75,195,0.262,5,Low home run hitter (under 25 HR),24.37066667,24,2.236067978
41,Gene Locklear,L,70,165,0.274,9,Low home run hitter (under 25 HR),23.67244898,23,3
42,Bo Diaz,R,71,185,0.255,87,Mid home run hitter (25-100 HR),25.79944455,25,9.327379053
43,Bump Wills,B,69,172,0.266,36,Mid home run hitter (25-100 HR),25.39718547,25,6
44,Pat Putnam,L,72,205,0.255,63,Mid home run hitter (25-100 HR),27.79996142,27,7.937253933
45,Kurt Bevacqua,R,72,180,0.236,27,Mid home run hitter (25-100 HR),24.40972222,24,5.196152423
46,Syd O'Brien,R,73,185,0.23,24,Low home run hitter (under 25 HR),24.40514168,24,4.898979486
47,Chris Chambliss,L,73,195,0.279,185,Big home run hitter (over 200 HR),25.72433853,25,13.60147051
48,Tom Satriano,L,73,185,0.225,21,Low home run hitter (under 25 HR),24.40514168,24,4.582575695
49,Jeffrey Leonard,R,74,200,0.266,144,Big home run hitter (over 200 HR),25.67567568,25,12
50,Dal Maxvill,R,71,157,0.217,6,Low home run hitter (under 25 HR),21.89466376,21,2.449489743
51,Cesar Tovar,R,69,155,0.278,46,Mid home run hitter (25-100 HR),22.88699853,22,6.782329983
52,Mickey Lolich,B,73,170,0.11,0,Low home run hitter (under 25 HR),22.42634641,22,0
53,Jack Heidemann,R,72,175,0.211,9,Low home run hitter (under 25 HR),23.73167438,23,3
54,Rich Rollins,R,70,185,0.269,77,Mid home run hitter (25-100 HR),26.54183673,26,8.774964387
55,Walt Bond,L,79,228,0.256,41,Mid home run hitter (25-100 HR),25.68242269,25,6.403124237
56,Merv Rettenmund,R,70,190,0.271,66,Mid home run hitter (25-100 HR),27.25918367,27,8.124038405
57,Byron Browne,R,74,190,0.236,30,Mid home run hitter (25-100 HR),24.39189189,24,5.477225575
58,Hector Torres,R,72,175,0.216,18,Low home run hitter (under 25 HR),23.73167438,23,4.242640687
59,Walt Williams,R,66,165,0.27,33,Mid home run hitter (25-100 HR),26.62878788,26,5.744562647
60,Jerry Koosman,R,74,205,0.119,2,Low home run hitter (under 25 HR),26.31756757,26,1.414213562
61,Steve Lombardozzi,R,72,175,0.233,20,Low home run hitter (under 25 HR),23.73167438,23,4.472135955
62,Joe Azcue,R,72,190,0.252,50,Mid home run hitter (25-100 HR),25.7658179,25,7.071067812
63,Elliott Maddox,R,71,180,0.261,18,Low home run hitter (under 25 HR),25.10216227,25,4.242640687
64,Omar Moreno,L,74,180,0.252,37,Mid home run hitter (25-100 HR),23.10810811,23,6.08276253
65,Julian Javier,R,73,175,0.257,78,Mid home run hitter (25-100 HR),23.08594483,23,8.831760866
66,Elio Chacon,R,69,160,0.232,4,Low home run hitter (under 25 HR),23.6252888,23,2
67,Rusty Torres,B,70,175,0.212,35,Mid home run hitter (25-100 HR),25.10714286,25,5.916079783
68,John Stearns,R,72,185,0.26,46,Mid home run hitter (25-100 HR),25.08777006,25,6.782329983
69,Larry Brown,R,70,160,0.233,47,Mid home run hitter (25-100 HR),22.95510204,22,6.8556546
70,Tommy Dean,R,72,165,0.18,4,Low home run hitter (under 25 HR),22.3755787,22,2
71,Marty Martinez,B,72,170,0.243,0,Low home run hitter (under 25 HR),23.05362654,23,0
72,Bruce Boisclair,L,74,185,0.263,10,Low home run hitter (under 25 HR),23.75,23,3.16227766
73,Ken Singleton,B,76,210,0.282,246,Big home run hitter (over 200 HR),25.55921053,25,15.68438714
74,Frank White,R,71,165,0.255,160,Big home run hitter (over 200 HR),23.01031541,23,12.64911064
75,Jim Fairey,L,70,190,0.235,7,Low home run hitter (under 25 HR),27.25918367,27,2.645751311
76,Tom Brookens,R,70,165,0.246,71,Mid home run hitter (25-100 HR),23.67244898,23,8.426149773
77,Gary Thomasson,L,73,180,0.249,61,Mid home run hitter (25-100 HR),23.74554325,23,7.810249676
78,Otto Velez,R,72,170,0.251,78,Mid home run hitter (25-100 HR),23.05362654,23,8.831760866
79,Tony Scott,B,72,164,0.249,17,Low home run hitter (under 25 HR),22.23996914,22,4.123105626
80,Ray Oyler,R,71,165,0.175,15,Low home run hitter (under 25 HR),23.01031541,23,3.872983346
81,Floyd Robinson,L,69,175,0.283,67,Mid home run hitter (25-100 HR),25.84015963,25,8.185352772
82,Steve Jeltz,B,71,180,0.21,5,Low home run hitter (under 25 HR),25.10216227,25,2.236067978
83,Lou Brock,L,71,170,0.293,149,Big home run hitter (over 200 HR),23.7075977,23,12.20655562
84,Joe Lovitto,B,72,185,0.216,4,Low home run hitter (under 25 HR),25.08777006,25,2
85,Wayne Comer,R,70,175,0.229,16,Low home run hitter (under 25 HR),25.10714286,25,4
86,Dave Collins,B,71,175,0.272,32,Mid home run hitter (25-100 HR),24.40487998,24,5.656854249
87,Ed Spiezio,R,71,180,0.238,39,Mid home run hitter (25-100 HR),25.10216227,25,6.244997998
88,Rico Petrocelli,R,72,175,0.251,210,Big home run hitter (over 200 HR),23.73167438,23,14.49137675
89,Johnny Lewis,L,73,189,0.227,22,Low home run hitter (under 25 HR),24.93282042,24,4.69041576
90,Dick Simpson,R,76,176,0.207,15,Low home run hitter (under 25 HR),21.42105263,21,3.872983346
91,Ken Boswell,L,72,170,0.248,31,Mid home run hitter (25-100 HR),23.05362654,23,5.567764363
92,Ken McMullen,R,75,190,0.248,156,Big home run hitter (over 200 HR),23.74577778,23,12.489996
93,Steve Swisher,R,74,205,0.216,20,Low home run hitter (under 25 HR),26.31756757,26,4.472135955
94,Dick Howser,R,68,155,0.248,16,Low home run hitter (under 25 HR),23.56509516,23,4
95,Manny Castillo,B,69,160,0.242,3,Low home run hitter (under 25 HR),23.6252888,23,1.732050808
96,Mike Ramsey,B,73,170,0.24,2,Low home run hitter (under 25 HR),22.42634641,22,1.414213562
97,Willie Crawford,L,73,197,0.268,86,Mid home run hitter (25-100 HR),25.98817789,25,9.273618496
98,Willie Norwood,R,72,185,0.242,18,Low home run hitter (under 25 HR),25.08777006,25,4.242640687
99,Jeff Stone,L,72,175,0.277,11,Low home run hitter (under 25 HR),23.73167438,23,3.31662479
100,Joe Lahoud,L,73,198,0.223,65,Mid home run hitter (25-100 HR),26.12009758,26,8.062257748
101,Tim Flannery,L,71,175,0.255,9,Low home run hitter (under 25 HR),24.40487998,24,3
102,Dave McKay,B,73,195,0.229,21,Low home run hitter (under 25 HR),25.72433853,25,4.582575695
103,Benny Ayala,R,73,185,0.251,38,Mid home run hitter (25-100 HR),24.40514168,24,6.164414003
104,Greg Gross,L,70,160,0.287,7,Low home run hitter (under 25 HR),22.95510204,22,2.645751311
105,Sal Butera,R,72,190,0.227,8,Low home run hitter (under 25 HR),25.7658179,25,2.828427125
106,Jack Brohamer,L,70,165,0.245,30,Mid home run hitter (25-100 HR),23.67244898,23,5.477225575
107,Von Joshua,L,70,170,0.273,30,Mid home run hitter (25-100 HR),24.38979592,24,5.477225575
108,Eddie Milner,L,71,173,0.253,42,Mid home run hitter (25-100 HR),24.12596707,24,6.480740698
109,Johnny Jeter,R,73,180,0.244,18,Low home run hitter (under 25 HR),23.74554325,23,4.242640687
110,Angel Salazar,R,72,180,0.212,2,Low home run hitter (under 25 HR),24.40972222,24,1.414213562
111,Tony Oliva,L,73,175,0.304,220,Big home run hitter (over 200 HR),23.08594483,23,14.83239697
112,Cito Gaston,R,75,190,0.256,91,Mid home run hitter (25-100 HR),23.74577778,23,9.539392014
113,Cookie Rojas,R,70,160,0.263,54,Mid home run hitter (25-100 HR),22.95510204,22,7.348469228
114,Rich Morales,R,71,170,0.195,6,Low home run hitter (under 25 HR),23.7075977,23,2.449489743
115,Dan Ford,R,73,185,0.27,121,Big home run hitter (over 200 HR),24.40514168,24,11
117,Ozzie Virgil,R,73,180,0.243,98,Mid home run hitter (25-100 HR),23.74554325,23,9.899494937
118,Johnny Oates,L,71,188,0.25,14,Low home run hitter (under 25 HR),26.21781393,26,3.741657387
119,Mike Phillips,L,72,170,0.24,11,Low home run hitter (under 25 HR),23.05362654,23,3.31662479
120,Ron Santo,R,72,190,0.277,342,Big home run hitter (over 200 HR),25.7658179,25,18.49324201
121,Jay Johnstone,L,73,175,0.267,102,Big home run hitter (over 200 HR),23.08594483,23,10.09950494
122,Jim Ray Hart,R,71,185,0.278,170,Big home run hitter (over 200 HR),25.79944455,25,13.03840481
123,Marc Hill,R,75,205,0.223,34,Mid home run hitter (25-100 HR),25.62044444,25,5.830951895
124,Chico Salmon,R,70,160,0.249,31,Mid home run hitter (25-100 HR),22.95510204,22,5.567764363
125,Joe Niekro,R,73,185,0.156,1,Low home run hitter (under 25 HR),24.40514168,24,1
126,Andy Etchebarren,R,73,190,0.235,49,Mid home run hitter (25-100 HR),25.0647401,25,7
127,Ken Berry,R,72,175,0.255,58,Mid home run hitter (25-100 HR),23.73167438,23,7.615773106
129,Junior Moore,R,71,185,0.264,7,Low home run hitter (under 25 HR),25.79944455,25,2.645751311
130,Mike Richardt,R,72,170,0.226,4,Low home run hitter (under 25 HR),23.05362654,23,2
131,Chris Brown,R,72,185,0.269,38,Mid home run hitter (25-100 HR),25.08777006,25,6.164414003
132,Al Bumbry,L,68,170,0.281,54,Mid home run hitter (25-100 HR),25.84558824,25,7.348469228
133,Al Downing,R,71,175,0.127,2,Low home run hitter (under 25 HR),24.40487998,24,1.414213562
134,Bob Didier,B,72,190,0.229,0,Low home run hitter (under 25 HR),25.7658179,25,0
135,Jake Gibbs,L,72,180,0.233,25,Mid home run hitter (25-100 HR),24.40972222,24,5
136,Garry Hancock,L,72,175,0.247,12,Low home run hitter (under 25 HR),23.73167438,23,3.464101615
137,Ed Kranepool,L,75,205,0.261,118,Big home run hitter (over 200 HR),25.62044444,25,10.86278049
138,Rick Rhoden,R,75,195,0.238,9,Low home run hitter (under 25 HR),24.37066667,24,3
139,Denny McLain,R,73,185,0.133,1,Low home run hitter (under 25 HR),24.40514168,24,1
140,Chuck Hiller,L,71,170,0.243,20,Low home run hitter (under 25 HR),23.7075977,23,4.472135955
141,Jorge Orta,L,70,170,0.278,130,Big home run hitter (over 200 HR),24.38979592,24,11.40175425
142,Dave Cash,R,71,170,0.283,21,Low home run hitter (under 25 HR),23.7075977,23,4.582575695
143,Bucky Dent,R,69,170,0.247,40,Mid home run hitter (25-100 HR),25.10186936,25,6.32455532
144,Tony Gonzalez,L,69,170,0.286,103,Big home run hitter (over 200 HR),25.10186936,25,10.14889157
145,Larry Haney,R,74,195,0.215,12,Low home run hitter (under 25 HR),25.03378378,25,3.464101615
146,Billy Conigliaro,R,72,180,0.256,40,Mid home run hitter (25-100 HR),24.40972222,24,6.32455532
147,Gary Roenicke,R,75,205,0.247,121,Big home run hitter (over 200 HR),25.62044444,25,11
148,Don Lock,R,74,195,0.238,122,Big home run hitter (over 200 HR),25.03378378,25,11.04536102
149,Billy Cowan,R,72,170,0.236,40,Mid home run hitter (25-100 HR),23.05362654,23,6.32455532
150,Billy Smith,B,74,185,0.23,17,Low home run hitter (under 25 HR),23.75,23,4.123105626
151,Tony Perez,R,74,175,0.279,379,Big home run hitter (over 200 HR),22.46621622,22,19.46792233
152,Chuck Schilling,R,70,160,0.239,23,Low home run hitter (under 25 HR),22.95510204,22,4.795831523
153,Hal McRae,R,71,180,0.29,191,Big home run hitter (over 200 HR),25.10216227,25,13.82027496
154,Dave Roberts,R,75,215,0.239,49,Mid home run hitter (25-100 HR),26.87022222,26,7
155,Jim Lefebvre,B,72,180,0.251,74,Mid home run hitter (25-100 HR),24.40972222,24,8.602325267
156,Charlie Spikes,R,75,215,0.246,65,Mid home run hitter (25-100 HR),26.87022222,26,8.062257748
157,Steve Whitaker,L,72,180,0.23,24,Low home run hitter (under 25 HR),24.40972222,24,4.898979486
158,Manny Jimenez,L,73,185,0.272,26,Mid home run hitter (25-100 HR),24.40514168,24,5.099019514
159,Duffy Dyer,R,72,187,0.221,30,Mid home run hitter (25-100 HR),25.3589892,25,5.477225575
160,Ken Henderson,B,74,180,0.257,122,Big home run hitter (over 200 HR),23.10810811,23,11.04536102
161,Vern Fuller,R,73,170,0.232,14,Low home run hitter (under 25 HR),22.42634641,22,3.741657387
162,Wayne Gross,L,74,210,0.233,121,Big home run hitter (over 200 HR),26.95945946,26,11
163,Mike Champion,R,72,185,0.229,2,Low home run hitter (under 25 HR),25.08777006,25,1.414213562
164,Paul Casanova,R,76,180,0.225,50,Mid home run hitter (25-100 HR),21.90789474,21,7.071067812
165,Steve Rogers,R,74,175,0.138,0,Low home run hitter (under 25 HR),22.46621622,22,0
166,Terry Crowley,L,72,180,0.25,42,Mid home run hitter (25-100 HR),24.40972222,24,6.480740698
167,Horace Clarke,B,69,170,0.256,27,Mid home run hitter (25-100 HR),25.10186936,25,5.196152423
168,Lou Clinton,R,73,185,0.247,65,Mid home run hitter (25-100 HR),24.40514168,24,8.062257748
169,Larry Cox,R,70,178,0.221,12,Low home run hitter (under 25 HR),25.53755102,25,3.464101615
170,Nate Colbert,R,74,190,0.243,173,Big home run hitter (over 200 HR),24.39189189,24,13.15294644
171,Phil Roof,R,74,190,0.215,43,Mid home run hitter (25-100 HR),24.39189189,24,6.557438524
172,Chuck Hinton,R,73,180,0.264,113,Big home run hitter (over 200 HR),23.74554325,23,10.63014581
173,Tim Cullen,R,73,185,0.22,9,Low home run hitter (under 25 HR),24.40514168,24,3
174,Tim Harkness,L,74,182,0.235,14,Low home run hitter (under 25 HR),23.36486486,23,3.741657387
175,Rick Bosetti,R,71,185,0.25,17,Low home run hitter (under 25 HR),25.79944455,25,4.123105626
176,Ron Pruitt,R,72,185,0.269,12,Low home run hitter (under 25 HR),25.08777006,25,3.464101615
177,George Foster,R,73,180,0.274,348,Big home run hitter (over 200 HR),23.74554325,23,18.65475811
178,Jerry White,B,70,164,0.253,21,Low home run hitter (under 25 HR),23.52897959,23,4.582575695
179,Angel Mangual,R,70,178,0.245,22,Low home run hitter (under 25 HR),25.53755102,25,4.69041576
180,Ken Gerhart,R,72,190,0.221,24,Low home run hitter (under 25 HR),25.7658179,25,4.898979486
181,Mike Hershberger,R,70,175,0.252,26,Mid home run hitter (25-100 HR),25.10714286,25,5.099019514
182,Jim French,L,68,180,0.196,5,Low home run hitter (under 25 HR),27.36591696,27,2.236067978
183,Dave Roberts,L,75,195,0.194,7,Low home run hitter (under 25 HR),24.37066667,24,2.645751311
184,Jim Mason,L,74,185,0.203,12,Low home run hitter (under 25 HR),23.75,23,3.464101615
185,Willie Smith,L,72,182,0.248,46,Mid home run hitter (25-100 HR),24.68094136,24,6.782329983
186,Jose Arcia,R,75,170,0.215,1,Low home run hitter (under 25 HR),21.24622222,21,1
187,Leon Durham,L,73,185,0.277,147,Big home run hitter (over 200 HR),24.40514168,24,12.12435565
188,Paul Householder,B,72,180,0.236,29,Mid home run hitter (25-100 HR),24.40972222,24,5.385164807
189,Aurelio Rodriguez,R,70,180,0.237,124,Big home run hitter (over 200 HR),25.8244898,25,11.13552873
190,Jimmy Stewart,B,72,165,0.237,8,Low home run hitter (under 25 HR),22.3755787,22,2.828427125
191,Dick Phillips,L,72,180,0.229,12,Low home run hitter (under 25 HR),24.40972222,24,3.464101615
192,Andres Thomas,R,73,170,0.234,42,Mid home run hitter (25-100 HR),22.42634641,22,6.480740698
193,Ed Crosby,L,74,175,0.22,0,Low home run hitter (under 25 HR),22.46621622,22,0
194,Mike de la Hoz,R,71,175,0.251,25,Mid home run hitter (25-100 HR),24.40487998,24,5
195,Frank Taveras,R,72,155,0.255,2,Low home run hitter (under 25 HR),21.01948302,21,1.414213562
196,Joe Nossek,R,72,178,0.228,3,Low home run hitter (under 25 HR),24.13850309,24,1.732050808
197,Larry Stahl,L,72,175,0.232,36,Mid home run hitter (25-100 HR),23.73167438,23,6
198,Jose Cruz,L,72,170,0.284,165,Big home run hitter (over 200 HR),23.05362654,23,12.84523258
199,Don Mason,L,71,160,0.205,3,Low home run hitter (under 25 HR),22.31303313,22,1.732050808
200,Bill Robinson,R,74,189,0.258,166,Big home run hitter (over 200 HR),24.26351351,24,12.88409873
201,Sal Bando,R,72,195,0.254,242,Big home run hitter (over 200 HR),26.44386574,26,15.55634919
202,George Mitterwald,R,74,195,0.236,76,Mid home run hitter (25-100 HR),25.03378378,25,8.717797887
203,Craig Robinson,R,70,165,0.219,0,Low home run hitter (under 25 HR),23.67244898,23,0
204,Bob Tillman,R,76,205,0.232,79,Mid home run hitter (25-100 HR),24.95065789,24,8.888194417
205,Pat Corrales,R,72,180,0.216,4,Low home run hitter (under 25 HR),24.40972222,24,2
206,Mike Tyson,R,69,170,0.241,27,Mid home run hitter (25-100 HR),25.10186936,25,5.196152423
207,Rafael Landestoy,B,70,165,0.237,4,Low home run hitter (under 25 HR),23.67244898,23,2
208,Duane Josephson,R,72,190,0.258,23,Low home run hitter (under 25 HR),25.7658179,25,4.795831523
209,Duane Walker,L,72,185,0.229,24,Low home run hitter (under 25 HR),25.08777006,25,4.898979486
210,Glenn Hubbard,R,69,150,0.244,70,Mid home run hitter (25-100 HR),22.14870825,22,8.366600265
211,Roger Freed,R,72,190,0.245,22,Low home run hitter (under 25 HR),25.7658179,25,4.69041576
212,George Hendrick,R,75,195,0.278,267,Big home run hitter (over 200 HR),24.37066667,24,16.34013464
213,Rod Carew,L,72,170,0.328,92,Mid home run hitter (25-100 HR),23.05362654,23,9.591663047
214,Bob Davis,R,72,180,0.197,6,Low home run hitter (under 25 HR),24.40972222,24,2.449489743
215,Toby Harrah,R,72,175,0.264,195,Big home run hitter (over 200 HR),23.73167438,23,13.96424004
216,Rick Manning,L,73,180,0.257,56,Mid home run hitter (25-100 HR),23.74554325,23,7.483314774
217,Gary Matthews,R,74,185,0.281,234,Big home run hitter (over 200 HR),23.75,23,15.29705854
218,Cesar Geronimo,L,72,165,0.258,51,Mid home run hitter (25-100 HR),22.3755787,22,7.141428429
219,Billy Bryan,L,76,200,0.216,41,Mid home run hitter (25-100 HR),24.34210526,24,6.403124237
220,Terry Whitfield,L,73,197,0.281,33,Mid home run hitter (25-100 HR),25.98817789,25,5.744562647
221,Mario Mendoza,R,71,170,0.215,4,Low home run hitter (under 25 HR),23.7075977,23,2
222,Fred Lynn,L,73,185,0.283,306,Big home run hitter (over 200 HR),24.40514168,24,17.49285568
223,Larry Hisle,R,74,193,0.273,166,Big home run hitter (over 200 HR),24.77702703,24,12.88409873
224,Graig Nettles,L,72,180,0.248,390,Big home run hitter (over 200 HR),24.40972222,24,19.74841766
225,Dave Engle,R,75,210,0.262,31,Mid home run hitter (25-100 HR),26.24533333,26,5.567764363
226,Mike Easler,L,72,190,0.293,118,Big home run hitter (over 200 HR),25.7658179,25,10.86278049
227,Rick Sweet,B,73,200,0.234,6,Low home run hitter (under 25 HR),26.38393695,26,2.449489743
228,Thurman Munson,R,71,190,0.292,113,Big home run hitter (over 200 HR),26.49672684,26,10.63014581
229,Rick Monday,L,75,193,0.264,241,Big home run hitter (over 200 HR),24.12071111,24,15.5241747
230,Mike Sadek,R,69,165,0.226,5,Low home run hitter (under 25 HR),24.36357908,24,2.236067978
231,Mark Belanger,R,73,170,0.228,20,Low home run hitter (under 25 HR),22.42634641,22,4.472135955
232,Ron Hunt,R,72,186,0.273,39,Mid home run hitter (25-100 HR),25.22337963,25,6.244997998
233,Joe Keough,L,72,185,0.246,9,Low home run hitter (under 25 HR),25.08777006,25,3
234,Vic Correll,R,70,185,0.229,29,Mid home run hitter (25-100 HR),26.54183673,26,5.385164807
235,Jackie Hernandez,R,71,165,0.208,12,Low home run hitter (under 25 HR),23.01031541,23,3.464101615
237,U L Washington,B,71,175,0.251,27,Mid home run hitter (25-100 HR),24.40487998,24,5.196152423
239,Ed Goodson,L,75,180,0.26,30,Mid home run hitter (25-100 HR),22.496,22,5.477225575
240,Mickey Klutts,R,71,170,0.241,14,Low home run hitter (under 25 HR),23.7075977,23,3.741657387
241,Leroy Stanton,R,73,195,0.244,77,Mid home run hitter (25-100 HR),25.72433853,25,8.774964387
242,Danny Ainge,R,76,175,0.22,2,Low home run hitter (under 25 HR),21.29934211,21,1.414213562
243,Adolfo Phillips,R,73,175,0.247,59,Mid home run hitter (25-100 HR),23.08594483,23,7.681145748
244,Marv Breeding,R,72,175,0.25,7,Low home run hitter (under 25 HR),23.73167438,23,2.645751311
245,Dick McAuliffe,L,71,176,0.247,197,Big home run hitter (over 200 HR),24.54433644,24,14.03566885
246,Joe Horlen,R,72,170,0.134,0,Low home run hitter (under 25 HR),23.05362654,23,0
247,Glenn Burke,R,72,195,0.237,2,Low home run hitter (under 25 HR),26.44386574,26,1.414213562
248,Terry Humphrey,R,75,185,0.211,6,Low home run hitter (under 25 HR),23.12088889,23,2.449489743
249,Enzo Hernandez,R,68,155,0.224,2,Low home run hitter (under 25 HR),23.56509516,23,1.414213562
250,Cesar Gutierrez,R,69,155,0.235,0,Low home run hitter (under 25 HR),22.88699853,22,0
251,Coco Laboy,R,70,165,0.233,28,Mid home run hitter (25-100 HR),23.67244898,23,5.291502622
252,Ted Kubiak,B,72,175,0.231,13,Low home run hitter (under 25 HR),23.73167438,23,3.605551275
253,Jim Morrison,R,71,175,0.26,112,Big home run hitter (over 200 HR),24.40487998,24,10.58300524
254,Bobby Knoop,R,73,170,0.236,56,Mid home run hitter (25-100 HR),22.42634641,22,7.483314774
255,Bobby Brown,B,74,190,0.245,26,Mid home run hitter (25-100 HR),24.39189189,24,5.099019514
256,Tom Hutton,L,71,180,0.248,22,Low home run hitter (under 25 HR),25.10216227,25,4.69041576
257,Ron Hodges,L,73,185,0.24,19,Low home run hitter (under 25 HR),24.40514168,24,4.358898944
258,Rich Chiles,L,71,170,0.254,6,Low home run hitter (under 25 HR),23.7075977,23,2.449489743
259,Tom Paciorek,R,76,215,0.282,86,Mid home run hitter (25-100 HR),26.16776316,26,9.273618496
260,Gary Woods,R,74,185,0.243,13,Low home run hitter (under 25 HR),23.75,23,3.605551275
261,Bob Montgomery,R,73,195,0.258,23,Low home run hitter (under 25 HR),25.72433853,25,4.795831523
262,Jeff Burroughs,R,73,200,0.261,240,Big home run hitter (over 200 HR),26.38393695,26,15.49193338
263,Rusty Staub,L,74,190,0.279,292,Big home run hitter (over 200 HR),24.39189189,24,17.08800749
264,Jim Norris,L,70,175,0.264,7,Low home run hitter (under 25 HR),25.10714286,25,2.645751311
265,Oscar Gamble,L,71,160,0.265,200,Big home run hitter (over 200 HR),22.31303313,22,14.14213562
266,George Vukovich,L,72,198,0.268,27,Mid home run hitter (25-100 HR),26.85069444,26,5.196152423
267,Craig Reynolds,L,73,175,0.256,42,Mid home run hitter (25-100 HR),23.08594483,23,6.480740698
268,Paul Blair,R,72,168,0.25,134,Big home run hitter (over 200 HR),22.78240741,22,11.5758369
269,Al Cowens,R,73,197,0.27,108,Big home run hitter (over 200 HR),25.98817789,25,10.39230485
270,Al Oliver,L,72,195,0.303,219,Big home run hitter (over 200 HR),26.44386574,26,14.79864859
271,Dave Hilton,R,71,191,0.213,6,Low home run hitter (under 25 HR),26.6361833,26,2.449489743
272,Luis Alvarado,R,69,162,0.214,5,Low home run hitter (under 25 HR),23.92060491,23,2.236067978
273,Larry Parrish,R,75,190,0.263,256,Big home run hitter (over 200 HR),23.74577778,23,16
274,Woodie Fryman,R,75,197,0.138,2,Low home run hitter (under 25 HR),24.62062222,24,1.414213562
275,Bob Randall,R,74,175,0.257,1,Low home run hitter (under 25 HR),22.46621622,22,1
276,Jim Pankovits,R,70,170,0.25,9,Low home run hitter (under 25 HR),24.38979592,24,3
277,Carmen Fanzone,R,72,200,0.224,20,Low home run hitter (under 25 HR),27.12191358,27,4.472135955
